-0.7,1.0,0.1
-0.2,1.0,0.1
0.3,1.0,0.1
0.8,1.0,0.1
-0.95,1.0,-0.1
-0.45,1.0,-0.1
0.05,1.0,-0.1
0.55,1.0,-0.1
1.0,0.7,0.1
1.0,0.2,0.1
1.0,-0.3,0.1
1.0,-0.8,0.1
1.0,0.95,-0.1
1.0,0.45,-0.1
1.0,-0.05,-0.1
1.0,-0.55,-0.1
0.7,-1.0,0.1
0.2,-1.0,0.1
-0.3,-1.0,0.1
-0.8,-1.0,0.1
0.95,-1.0,-0.1
0.45,-1.0,-0.1
-0.05,-1.0,-0.1
-0.55,-1.0,-0.1
-1.0,-0.7,0.1
-1.0,-0.2,0.1
-1.0,0.3,0.1
-1.0,0.8,0.1
-1.0,-0.95,-0.1
-1.0,-0.45,-0.1
-1.0,0.05,-0.1
-1.0,0.55,-0.1
